codigoParlamentar,DataSessaoPlenaria,DescricaoIdentificacaoMateria,EmentaMateria,DescricaoVoto
35,2014-08-05,SCD 104/2014,"Dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios, nos termos do § 4º do art. 18 da Constituição Federal; altera a Lei n° 5.172, de 25 de outubro de 1966; e dá outras providências.
",Sim
35,2014-08-05,MSF 55/2014,"Submete à apreciação do Senado Federal, nos termos do inciso I do parágrafo único do art. 104 da Constituição Federal, o nome do Senhor Luiz Alberto Gurgel de Faria, Juiz Federal do Tribunal Regional Federal da 5ª Região, para compor o Superior Tribunal de Justiça, no cargo de Ministro, na vaga destinada à Juízes Federais dos Tribunais Regionais Federais, decorrente da aposentadoria da Senhora Ministra Eliana Calmon Alves.",Votou
35,2014-08-05,PEC 35/2011,"Revoga o inciso I do art. 49, acrescenta inciso ao art. 52 e altera a redação do inciso VIII do art. 84 da Constituição Federal, a fim de tornar privativa do Senado Federal a competência para decidir sobre tratados, acordos ou atos internacionais.",Sim
35,2014-08-05,MSF 52/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, III, alínea ""f"", da Constituição Federal, combinado com o art. 5º da Lei n° 9.427, de 26 de dezembro de 1996, o nome do Senhor ROMEU DONIZETE RUFINO para ser reconduzido ao cargo de Diretor-Geral da Agência Nacional de Energia Elétrica - ANEEL. 
",Votou
35,2014-07-16,PEC 20/2014,Acrescenta o art. 92-A ao Ato das Disposições Constitucionais Transitórias - ADCT.,Presente – Não registrou voto
35,2014-07-16,MSF 51/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 5º da Lei nº 9.427, de 26 de dezembro de 1996, o nome do Senhor ANDRÉ PEPITONE DA NÓBREGA para ser reconduzido ao cargo de Diretor da Agência Nacional de Energia Elétrica - ANEEL.",Presente – Não registrou voto
35,2014-07-16,MSF 44/2014,"Submete à apreciação, de conformidade com o art. 52, inciso III, alínea ""f"" da Constituição Federal, comibinado com o art. 6° da Lei n° 9.961, de 28 de janeiro de 2000, o nome da Senhora Martha Regina de Oliveira para exercer o cargo de Diretora da Agência Nacional de Saúde Suplementar - ANS.",Presente – Não registrou voto
35,2014-07-16,OFS 10/2014,"Submete à apreciação do Senado Federal a indicação da Ministra NANCY ANDRIGHI para compor o Conselho Nacional de Justiça, no período 2014-2016, em conformidade com o disposto no inciso II do art. 103-B da Constituição Federal.",Presente – Não registrou voto
35,2014-07-16,PEC 20/2014,Acrescenta o art. 92-A ao Ato das Disposições Constitucionais Transitórias - ADCT.,Presente – Não registrou voto
35,2014-07-16,PLC 60/2014,"Altera a Lei Complementar n° 123 de 14 de dezembro de 2006, e as Leis nºs 5.889, de 8 de junho de 1973, 11.101, de 9 de fevereiro de 2005, 9.099, de 26 de setembro de 1995, 11.598, de 3 de dezembro de 2007, 8.934, de 18 de novembro de 1994, 10.406, de 10 de janeiro de 2002, e 8.666, de 21 de junho de 1993; e dá outras providências.",Presente – Não registrou voto
35,2014-06-05,MSF 27/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 29 de dezembro de 2006, o nome da Senhora CARMEN LÍDIA RICHTER RIBEIRO MOURA, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República da Bulgária e, cumulativamente, na República da Macedônia.",Atividade parlamentar
35,2014-06-04,PDS 31/2013,"Susta os efeitos da Resolução nº 34/89 do Conselho Nacional de Defesa do Consumidor, que proíbe ao comerciante estabelecer diferença de preço de venda quando o pagamento ocorrer por meio de cartão de crédito.",Presente – Não registrou voto
35,2014-06-04,MSF 15/2014,"Submete à apreciação do Senado Federal a indicação do Senhor JOSÉ MAURO DA FONSECA COSTA COUTO, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Sudão.",Presente – Não registrou voto
35,2014-06-03,PLC 41/2014,"Dispõe sobre o exercício da profissão de motorista; altera a Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e as Leis nºs 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro, e 11.442, de 5 de janeiro de 2007 (empresas e transportadores autônomos de carga), para disciplinar a jornada de trabalho e o tempo de direção do motorista profissional; altera a Lei nº 7.408, de 25 de novembro de 1985; revoga dispositivos da Lei nº 12.619, de 30 de abril de 2012; e dá outras providências.",Sim
35,2014-06-03,PLC 62/2009,"Estende a estabilidade provisória prevista na alínea b do inciso II do art. 10 do Ato das Disposições Constitucionais Transitórias à trabalhadora gestante, nos casos de morte desta, a quem detiver a guarda de seu filho.",Sim
35,2014-05-28,PEC 77/2013,"Inclui o § 10 ao art. 144 da Constituição Federal, para disciplinar a segurança viária no âmbito dos Estados, do Distrito Federal e dos Municípios.",Presente – Não registrou voto
35,2014-05-28,PEC 77/2013,"Inclui o § 10 ao art. 144 da Constituição Federal, para disciplinar a segurança viária no âmbito dos Estados, do Distrito Federal e dos Municípios.",Presente – Não registrou voto
35,2014-05-28,MPV 633/2013,"Altera a Lei nº 12.096, de 24 de novembro de 2009, que autoriza a concessão de subvenção econômica sob a modalidade de equalização de taxas de juros pela União, acrescenta o art. 1º-A à Lei nº 12.409, de 25 de maio de 2011, que autoriza o Fundo de Compensação de Variações Salariais - FCVS, a assumir direitos e obrigações do
Seguro Habitacional do Sistema Financeiro da Habitação - SH/SFH e dá outras providências.",Presente – Não registrou voto
35,2014-05-27,PEC 57A/1999,Dá nova redação ao art. 243 da Constituição Federal.,Sim
35,2014-05-27,PEC 57A/1999,Dá nova redação ao art. 243 da Constituição Federal.,Sim
35,2014-05-27,PEC 57A/1999,Dá nova redação ao art. 243 da Constituição Federal.,Sim
35,2014-05-20,PEC 4/2014,"Altera o Capítulo IV - Das Funções Essenciais à Justiça, do Título IV - Da Organização dos Poderes, e acrescenta artigo ao Ato das Disposições Constitucionais Transitórias da Constituição Federal.",Sim
35,2014-05-20,PEC 4/2014,"Altera o Capítulo IV - Das Funções Essenciais à Justiça, do Título IV - Da Organização dos Poderes, e acrescenta artigo ao Ato das Disposições Constitucionais Transitórias da Constituição Federal.",Sim
35,2014-05-20,PEC 11/2014,"Altera o art. 31 da Emenda Constitucional nº 19, de 4 de junho de 1998, e dá outras providências.",Sim
35,2014-05-20,PEC 11/2014,"Altera o art. 31 da Emenda Constitucional nº 19, de 4 de junho de 1998, e dá outras providências.",Sim
35,2014-05-20,PEC 11/2014,"Altera o art. 31 da Emenda Constitucional nº 19, de 4 de junho de 1998, e dá outras providências.",Sim
35,2014-05-14,PLS 104/2014,"Dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios, nos termos do § 4º do art. 18 da Constituição Federal e dá outras providências.",Presente – Não registrou voto
35,2014-05-14,MSF 37/2014,"Submete à consideração do Senado Federal, nos termos do art. 123 da Constituição, o nome do General-de-Exército ODILSON SAMPAIO BENZI, para exercer o cargo de Ministro do Superior Tribunal Militar na vaga decorrente da aposentadoria do General-de-Exército Raymundo Nonato de Cerqueira Filho.",Votou
35,2014-05-07,PLS 104/2014,"Dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios, nos termos do § 4º do art. 18 da Constituição Federal e dá outras providências.",Sim
35,2014-05-07,MSF 12/2014,"Submete à apreciação do Senado Federal a indicação do Senhor SÉRGIO ELIAS COURI, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto à Santa Lúcia.",Votou
35,2014-05-06,MSF 22/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 10 da Lei nº 9.782, de 26 de janeiro de 1999, e art. 6º do Anexo I ao Decreto nº 3.029, de 16 de abril de 1999, o nome do Senhor JAIME CÉSAR DE MOURA OLIVEIRA para ser reconduzido ao cargo de Diretor da Agência Nacional de Vigilância Sanitária - ANVISA.",Votou
35,2014-05-06,MSF 23/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 9.961, de 28 de janeiro de 2000, o nome do Senhor JOSÉ CARLOS DE SOUZA ABRAHÃO para exercer o cargo de Diretor da Agência Nacional de Saúde Suplementar - ANS. 
",Votou
35,2014-05-06,MSF 28/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 29 de dezembro de 2006, o nome da Senhor MARCOS VINICIUS PINTA GAMA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Suécia e, cumulativamente, na República da Letônia.",Presente – Não registrou voto
35,2014-04-29,PLS 323/2010,"Veda a exigência da substituição tributária prevista no artigo 150, §  7º, da Constituição,  para os optantes do Simples Nacional instituído pela Lei Complementar nº 123, de 14 de dezembro de 2006.",Sim
35,2014-04-29,MSF 25/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 9.961, de 28 de janeiro de 2000, o nome da Senhora SIMONE SANCHES FREIRE para exercer o cargo de Diretora da Agência Nacional de Saúde Suplementar - ANS.",Presente – Não registrou voto
35,2014-04-29,MSF 26/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 10 da Lei nº 9.782, de 26 de janeiro de 1999, e art. 6º do Anexo I ao Decreto nº 3.029, de 16 de abril de 1999, o nome do Senhor JOSÉ CARLOS MAGALHÃES DA SILVA MOUTINHO para exercer o cargo de Diretor da Agência Nacional de Vigilância Sanitária - ANVISA.",Presente – Não registrou voto
35,2014-04-23,PEC 61/2013,Dá nova redação ao caput do art. 54 do Ato das Disposições Constitucionais Transitórias e acrescenta art. 54-A a este Ato. (PEC dos Seringueiros / Soldados da Borracha),Não Compareceu
35,2014-04-23,PEC 61/2013,Dá nova redação ao caput do art. 54 do Ato das Disposições Constitucionais Transitórias e acrescenta art. 54-A a este Ato. (PEC dos Seringueiros / Soldados da Borracha),Não Compareceu
35,2014-04-23,PEC 61/2013,Dá nova redação ao caput do art. 54 do Ato das Disposições Constitucionais Transitórias e acrescenta art. 54-A a este Ato. (PEC dos Seringueiros / Soldados da Borracha),Não Compareceu
35,2014-04-23,MSF 13/2014,"Submete à apreciação do Senado Federal a indicação do Senhor PAULO CESAR MEIRA DE VASCONCELLOS, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil junto aos Emirados Árabes Unidos.",Não Compareceu
35,2014-04-22,PLC 21/2014,"Estabelece princípios, garantias, direitos e deveres para o uso da internet no Brasil.",Não Compareceu
35,2014-04-09,MSF 19/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, III, alínea ""f"", da Constituição Federal, combinado com o § 1º do art. 53 da Lei n° 10.233, de 5 de junho de 2001, o nome do Senhor FERNANDO JOSÉ DE PÁDUA COSTA FONSECA para exercer o cargo de Diretor da Agência Nacional de Transportes Aquaviários - ANTAQ.",Votou
35,2014-04-09,MSF 17/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, III, alínea ""f"", da Constituição Federal, combinado com o § 1º do art. 53 da Lei n° 10.233, de 5 de junho de 2001, o nome do Senhor ADALBERTO TOKARSKI para exercer o cargo de Diretor da Agência Nacional de Transportes Aquaviários - ANTAQ.",Votou
35,2014-04-09,MSF 18/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, III, alínea ""f"", da Constituição Federal, combinado com o § 1º do art. 53 da Lei n° 10.233, de 5 de junho de 2001, o nome do Senhor MÁRIO POVIA, para exercer o cargo de Diretor da Agência Nacional de Transportes Aquaviários - ANTAQ.",Votou
35,2014-04-09,MSF 16/2014,"Submete à apreciação do Senado Federal a indicação do Senhor EDUARDO RICARDO GRADILONE NETO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para, cumulativamente com o cargo de Embaixador do Brasil na Nova Zelândia, exercer o cargo de Embaixador do Brasil no Reino de Tonga.",Presente – Não registrou voto
35,2014-04-09,MSF 14/2014,"Submete à apreciação do Senado Federal a indicação da Senhora REGINA CÉLIA DE OLIVEIRA BITTENCOURT, Ministra de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil em Burkina Faso.",Presente – Não registrou voto
35,2014-04-08,MSF 11/2014,"Submete à apreciação do Senado Federal a indicação do Senhor GILBERTO FONSECA GUIMARÃES DE MOURA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Tailândia e, cumulativamente, no Reino do Camboja e na República Democrática Popular do Laos.",Presente – Não registrou voto
35,2014-04-08,MSF 10/2014,"Submete à apreciação do Senado Federal a indicação da Senhora KATIA GODINHO GILABERTE, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil junto à República da Eslovênia.",Presente – Não registrou voto
35,2014-04-08,PDS 49/2014,"Escolhe o Senhor Jorge Afonso Argello para o cargo de Ministro do Tribunal de Contas da União, nos termos do art. 73, § 2º, inciso II, da Constituição Federal, e art. 105, inciso II, da Lei nº 8.443, de 1992.",Presente – Não registrou voto
35,2014-03-26,PEC 34/2013,"Altera os incisos XIX e XX do art. 37 e o art. 88 da Constituição Federal, para determinar que a criação e extinção de órgãos, Ministérios ou entidades da Administração Pública seja feita mediante lei complementar.",Sim
35,2014-03-26,PEC 35/2011,"Revoga o inciso I do art. 49, acrescenta inciso ao art. 52 e altera a redação do inciso VIII do art. 84 da Constituição Federal, a fim de tornar privativa do Senado Federal a competência para decidir sobre tratados, acordos ou atos internacionais.",Sim
35,2014-03-26,PLS 222/2013,"Estabelece normas gerais sobre o processo administrativo fiscal, no âmbito das administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios.",Não
35,2014-03-26,PLS 222/2013,"Estabelece normas gerais sobre o processo administrativo fiscal, no âmbito das administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios.",Sim
35,2014-03-26,PLS 222/2013,"Estabelece normas gerais sobre o processo administrativo fiscal, no âmbito das administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios.",Sim
35,2014-03-26,PLS 315/2003,Autoriza o Poder Executivo a criar a Mesorregião Metade Sul do Estado do Rio Grande do Sul.,Sim
35,2014-03-18,MSF 7/2014,"Submete, nos termos do art. 123 da Constituição Federal, o nome do Senhor JOSÉ BARROSO FILHO, para exercer o cargo de Ministro do Superior Tribunal Militar na vaga decorrente da aposentadoria do Ministro Carlos Alberto Marques Soares.",Votou
35,2014-03-18,MSF 6/2014,"Submete, nos termos do art. 111-A, da Constituição Federal, o nome do Senhor DOUGLAS ALENCAR RODRIGUES, para exercer o cargo de Ministro do Tribunal Superior do Trabalho, na vaga reservada a juízes de carreira da magistratura trabalhista, decorrente da aposentadoria do Ministro Pedro Paulo Teixeira Manus.",Votou
35,2014-03-18,MSF 8/2014,"Submete à apreciação do Senado Federal, nos termos do inciso I do parágrafo único do art. 104 da Constituição Federal, o nome do Doutor NÉFI CORDEIRO, Desembargador Federal do Tribunal Regional Federal da 4ª Região (Porto Alegre/RS), para compor o Superior Tribunal de Justiça, no cargo de Ministro, na vaga destinada a Desembargadores dos Tribunais Regionais Federais.",Votou
35,2014-02-19,MSF 5/2014,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, III, alínea ""f"", da Constituição Federal, combinado com os arts. 53 e 54 da Lei n° 10.233, de 5 de junho de 2001, o nome do Senhor JORGE LUIZ MACEDO BASTOS para ser reconduzido ao cargo de Diretor da Agência Nacional de Transportes Terrestres - ANTT.",Atividade parlamentar
35,2013-12-17,PLC 103/2012,Aprova o Plano Nacional de Educação - PNE e dá outras providências.,Presente – Não registrou voto
35,2013-12-17,PLS 236/2012,Reforma do Código Penal Brasileiro.,Sim
35,2013-12-17,OFS 44/2013,"Encaminha, nos termos do art. 130-A, inciso II, da Constituição Federal, os documentos do Senhor Procurador Regional da República FÁBIO GEORGE CRUZ DA NÓBREGA, indicado pelo Ministério Público Federal, para integrar o Conselho Nacional do Ministério Público.",Votou
35,2013-12-17,MSF 122/2013,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 9º da Lei nº 9.984, de 17 de julho de 2000, e art. 3º do Anexo I do Decreto nº 3.692, de 19 de dezembro de 2000, o nome do Senhor JOÃO GILBERTO LOTUFO CONEJO para ser reconduzido ao cargo de Diretor da Agência Nacional de Águas - ANA.",Presente – Não registrou voto
35,2013-12-17,MSF 121/2013,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 9º da Lei nº 9.984, de 17 de julho de 2000, e art. 3º do Anexo I do Decreto nº 3.692, de 19 de dezembro de 2000, o nome do Senhor VICENTE ANDREU GUILLO para ser reconduzido ao cargo de Diretor da Agência Nacional de Águas - ANA.",Presente – Não registrou voto
35,2013-12-17,MSF 120/2013,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 9º da Lei nº 9.984, de 17 de julho de 2000 e art. 3º do Anexo I do Decreto nº 3.692, de 19 de dezembro de 2000, à consideração do Senado Federal o nome da Senhora GISELA DAMM FORATTINI, para exercer o cargo de Diretora da Agência Nacional de Águas - ANA.",Presente – Não registrou voto
35,2013-12-17,MSF 97/2013,"Submete, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 8º da Medida Provisória nº 2228-1, de 6 de setembro de 2001, à consideração do Senado Federal o nome do Senhor ROBERTO GONÇALVES DE LIMA, para exercer o cargo de Diretor da Agência Nacional do Cinema - ANCINE.",Presente – Não registrou voto
35,2013-12-17,MSF 105/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor JORGE JOSÉ FRANTZ RAMOS, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Albânia.",Presente – Não registrou voto
35,2013-12-17,MSF 103/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor JOÃO LUIZ DE BARROS PEREIRA PINTO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Guatemala.",Presente – Não registrou voto
35,2013-12-11,MSF 98/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei Complementar nº 80, de 12 de janeiro de 1994, o nome do Senhor HAMAN TABOSA DE MORAES E CÓRDOVA para recondução ao cargo de Defensor Público-Geral da União.
",Presente – Não registrou voto
35,2013-12-11,MSF 104/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, o nome da Senhora ELIANA ZUGAIB, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Delegada Permanente do Brasil junto à Organização das Nações Unidas para a Educação, a Ciência e a Cultura (UNESCO).",Presente – Não registrou voto
35,2013-12-11,MSF 102/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, o nome do senhor CESÁRIO MELANTONIO NETO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República de Cuba.",Presente – Não registrou voto
35,2013-12-11,MSF 101/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso IV, da Constituição Federal, e com o art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor ALCIDES GASTÃO ROSTAND PRATES, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da União de Myanmar.",Presente – Não registrou voto
35,2013-12-04,MSF 100/2013,"Submete à apreciação do Senado Federal, em conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 23 da Lei nº 9.472, de 16 de julho de 1997, o nome do Senhor IGOR VILAS BOAS DE FREITAS para exercer o cargo de Membro do Conselho Diretor da Agência Nacional de Telecomunicações - ANATEL na vaga da Senhora Emilia Maria Silva Ribeiro.",Atividade parlamentar
